problem_id,subject,grade,type,category,level,url,semester,section,unit,topic,problem,correct_answers,explanation,hint,tags,index,image_path
M1-M-051,수학,7,단일응답 주관식,절댓값 이해,1,,,수와 연산,정수와 유리수,정수와 유리수,엘리베이터가 지하 4층에서 지상 2층까지 올라갔습니다. 이동 거리는 몇 층입니까?,6,0을 기준으로 위아래 거리를 더한 값입니다.,절댓값의 의미를 거리로 생각해보세요.,"정수,절댓값,거리",bc38ff37-6cda-55ec-a7ee-4979cff888cd,
M1-M-052,수학,7,단일응답 주관식,부호 계산,2,,,수와 연산,정수와 유리수,정수와 유리수의 곱셈,−2 − (+5)의 값을 구하시오.,−7,부호가 다르면 절댓값을 더하고 음수로 표시합니다.,음수와 양수를 함께 다룰 때 부호를 주의하세요.,"정수,뺄셈,부호",e0891868-c62f-595b-9ff7-c0d8403f7077,
M1-M-053,수학,7,단일응답 주관식,분수의 나눗셈,2,,,수와 연산,정수와 유리수,정수와 유리수,(−3/4) ÷ (1/2)의 값을 구하시오.,−3/2,나눗셈은 역수로 바꾸어 곱합니다.,두 번째 분수를 뒤집어서 곱해보세요.,"유리수,나눗셈",df7d6490-aefc-5a11-91cb-8f35d9f27d8e,
M1-M-054,수학,7,단일응답 주관식,최소공배수,2,,,수와 연산,정수와 유리수,정수와 유리수의 나눗셈,12와 18의 최소공배수를 구하시오.,36,공통된 소인수를 곱해 가장 작은 공배수를 만듭니다.,소인수분해 후 각 소수의 최댓지수를 곱하세요.,"최소공배수,배수",e5e70381-4f60-5c88-86a5-329dbf0b7492,
M1-M-055,수학,7,단일응답 주관식,문자식 표현,1,,,변화와 관계,문자와 식,정수와 유리수의 덧셈과 뺄셈이 섞여 있는 식,‘어떤 수보다 3 작은 수’를 문자로 나타내시오.,x−3,문자 x는 임의의 수를 의미합니다.,‘보다 작다’의 의미를 빼기로 표현하세요.,"문자식,대입",293ab17d-1da6-5afc-8911-77f9d00871d6,
M1-M-056,수학,7,단일선택 객관식,음수의 이해,1,,,수와 연산,정수와 유리수,소수의 표현과 계산,다음 중 음수인 것은 어느 것입니까?,2,"0보다 작은 수는 음수이며, (-3)이 해당한다.",“0보다 작은 수를 찾아보세요.”,"정수,음수,수직선",97a08fc9-6210-5f5e-bf01-43f5a7e84ab2,
M1-M-057,수학,7,단일선택 객관식,곱셈의 부호 규칙,3,,,수와 연산,정수와 유리수,근사값의 이해,((-2) \times (-5))의 값을 구하시오.,2,음수끼리의 곱은 양수이므로 (10)이다.,“부호 규칙을 떠올려 보세요. (-)×(-)=?”,"정수,곱셈,부호,계산",efc9b51e-e8c6-546d-ad14-844ec40fe1e9,
M1-M-058,수학,7,단일선택 객관식,유리수의 정의,1,,,수와 연산,정수와 유리수,식의 값,다음 중 유리수가 아닌 것은 어느 것입니까?,3,(\sqrt{2})는 분수로 나타낼 수 없으므로 유리수가 아니다.,“분수로 나타낼 수 있는 수인지 생각해보세요.”,"유리수,무리수,분수,정의",b83c35b0-d6f9-5365-a140-a3000ff73cbd,
M1-M-059,수학,7,단일응답 주관식,유리수의 사칙연산,2,,,수와 연산,정수와 유리수,일차식과 그 계산,(\frac{3}{4} - \frac{1}{2})의 값을 구하시오.,rac{1}{4},통분하여 (\frac{3}{4}-\frac{2}{4}=\frac{1}{4})이다.,“분모를 통분해 보세요.”,"유리수,분수,뺄셈,통분",4887c2a0-c55e-5156-972c-536ef60bdeaa,
M1-M-060,수학,7,단일선택 객관식,복합 계산,3,,,수와 연산,정수와 유리수,문자의 사용,(-\frac{2}{3} + \frac{5}{6})의 값을 구하시오.,2,통분 후 (-\frac{4}{6}+\frac{5}{6}=\frac{1}{6})이 아니라? 오류 체크 — 정답은 (\frac{1}{6}). (오타 수정),“공통 분모를 찾아서 계산해 보세요.”,"유리수,덧셈,통분,계산",e438be96-e701-58bd-b124-01d639ecd0d7,
M1-M-061,수학,7,단일선택 객관식,소수의 나눗셈,2,,,수와 연산,소인수분해,식의 값,(1.2 \div 0.3)의 값을 구하시오.,3,(1.2 ÷ 0.3 = 12 ÷ 3 = 4)이다.,“나누는 수의 소수점을 오른쪽으로 옮겨보세요.”,"소수,나눗셈,계산,소수점",75444214-71ec-5d83-ab6f-aa1c600285c2,
M1-M-062,수학,7,단일응답 주관식,반올림,2,,,수와 연산,소인수분해,식의 정리,(3.276)을 소수 둘째 자리까지 반올림하시오.,3.28,셋째 자리의 6을 보고 둘째 자리 7을 올려 (3.28)이 된다.,“반올림할 자리의 바로 다음 숫자를 보세요.”,"반올림,근사값,소수,자리수",cd40a978-e86d-55d1-8796-09f5289e4a78,
M1-M-063,수학,7,단일응답 주관식,식의 계산,1,,,변화와 관계,문자와 식,일차방정식과 그 활용,"x=2일 때, 4x−1의 값은 얼마입니까?",7,4×2−1=7입니다.,문자 대신 숫자를 넣어 계산하세요.,"식,대입",cbdabee0-da2f-52b3-ba9b-91f1f7d3605c,
M1-M-064,수학,7,단일응답 주관식,동류항 정리,2,,,변화와 관계,문자와 식,등식의 성질,5x + 3x − 2x의 값을 간단히 하시오.,6x,같은 문자항끼리 더하거나 빼면 됩니다.,부호를 정확히 계산하세요.,"식,동류항",1cba5d91-fb43-52f9-b6cc-62de799ac52e,
M1-M-065,수학,7,단일선택 객관식,식의 의미 파악,3,,,문자와 식,문자와 식,각,"(x)가 5일 때, (2x+3)의 값을 구하시오.",3,(2x+3=2(5)+3=13)이다.,“문자에 수를 대입하여 계산해 보세요.”,"문자,대입,식의 계산",a748ef2d-cd52-5a1b-b36d-434a5218b555,
M1-M-066,수학,7,단일응답 주관식,항의 계산,1,,,문자와 식,문자와 식,평행선의 성질,(3x + 4x)를 간단히 하시오.,7x,같은 문자항은 계수를 더하여 (7x)가 된다.,“같은 문자를 가진 항을 합쳐보세요.”,"식의 계산,동류항,덧셈",59d90059-bffa-58c6-9645-e33650e7803d,
M1-M-067,수학,7,단일선택 객관식,괄호가 포함된 식,2,,,문자와 식,문자와 식,다각형,(2(x+3))를 전개하시오.,2,분배법칙에 의해 (2(x+3)=2x+6)이다.,“괄호 앞의 수를 괄호 안의 모든 항에 곱하세요.”,"식의 전개,분배법칙",04d46c97-39e1-513a-a791-3909f0d40a28,
M1-M-068,수학,7,단일선택 객관식,일차방정식 풀이,2,,,변화와 관계,문자와 식,평면도형의 성질,"2x+5=11일 때, x의 값을 구하시오.",3,2x=6 → x=3,양변에서 5를 빼세요.,"방정식,풀이",2c85718f-c99c-58ae-bdf7-d359a5c31e5c,
M1-M-069,수학,7,단일선택 객관식,항이동 원리,1,,,변화와 관계,문자와 식,원과 부채꼴,등식의 한쪽 항을 옮길 때는 어떤 변화를 주나요?,1,등식의 성질에 따라 부호를 반대로 합니다.,이동 시 부호 변화를 주의하세요.,"등식,항이동",1d83baf9-8982-5bdd-b21d-0214a9f187a4,
M1-M-070,수학,7,단일선택 객관식,각의 크기 이해,1,,,도형과 측정,기본 도형과 작도,대푯값,직각은 몇 도입니까?,4,직각은 두 직선이 수직으로 만날 때의 각입니다.,직각자는 몇 도인지 떠올리세요.,"각,도형",ba6a619d-6fbd-5045-9688-15c17b272af0,
M1-M-071,수학,7,단일선택 객관식,엇각,2,,,도형과 측정,기본 도형과 작도,동위각과 엇각,평행선에서 엇각의 성질은?,1,평행선에서 엇각의 크기는 같습니다.,평행선의 위치를 상상해보세요.,"평행선,엇각",7a324a73-2c8f-5d72-a1fb-fb15bf71a267,
M1-M-072,수학,7,단일선택 객관식,외심,2,,,도형과 측정,다각형,다각형,삼각형의 세 꼭짓점에서 같은 거리에 있는 점은?,1,외심은 세 변의 수직이등분선의 교점입니다.,중심의 의미를 구분해보세요.,"삼각형,중심",377357cd-a400-52fb-8c6f-927503bd4d05,
M1-M-073,수학,7,단일선택 객관식,대각선 성질,3,,,도형과 측정,다각형,평행사변형,평행사변형의 대각선은 어떤 관계인가요?,2,평행사변형의 대각선은 서로를 이등분합니다.,대각선이 만나는 점을 생각해보세요.,"평행사변형,대각선",8f214a6e-6461-5c09-a0e6-948453de746d,
M1-M-074,수학,7,단일선택 객관식,원의 반지름,3,,,도형과 측정,다각형,원과 부채꼴,원의 중심과 원 위의 한 점을 이은 선을 무엇이라 하나요?,1,중심에서 원 위 점까지의 거리가 반지름입니다.,중심과 점을 연결해보세요.,"원,반지름",e4a1e9b9-1fae-5cc6-bd7c-788f80b42b3a,
M1-M-075,수학,7,단일응답 주관식,평균,1,,,자료와 가능성,자료와 가능성,대푯값,"자료 6, 8, 10의 평균은 얼마입니까?",8,(6+8+10)/3=8입니다.,평균은 합÷개수로 구합니다.,"통계,평균",c67d31d8-5a63-5bbe-b0d4-ca576789b5be,
H1-M-001,수학,10,단일선택 객관식,곱셈 계산,1,,,다항식,다항식,다항식의 곱셈,(3x(2x + 4))의 값을 구하시오.,2,(3x×2x + 3x×4 = 6x² + 12x),분배법칙을 이용하세요.,"다항식,곱셈",bcf6e113-64cb-5021-9b72-ce482fd70323,
H1-M-002,수학,10,단일선택 객관식,곱셈 계산,2,,,다항식,다항식,다항식의 곱셈,((x + 3)(x + 5))의 전개식은?,2,(x×x + 5x + 3x + 15),FOIL 법칙 활용,"다항식,전개",cd71fa1a-8432-59c1-9517-16ddba1b9d8e,
H1-M-003,수학,10,단일선택 객관식,곱셈 계산,1,,,다항식,다항식,다항식의 곱셈,(-2a(b - 3))의 전개식은?,1,각 항에 -2a를 곱합니다.,부호를 주의하세요.,"다항식,분배법칙",f0454787-93e7-5637-bcdd-439b24f9e5a5,
H1-M-004,수학,10,단일선택 객관식,곱셈 계산,2,,,다항식,다항식,다항식의 곱셈,((x - 2)(x + 1))의 전개식은?,1,(x² - x - 2),FOIL 적용,"다항식,전개",15dc11b1-4c4d-598c-be12-d3ec55b47b17,
H1-M-005,수학,10,단일선택 객관식,곱셈 계산,3,,,다항식,다항식,다항식의 곱셈,((2x + 1)(x² - 3))의 전개 결과는?,2,항마다 곱해서 정리,x차수 높은 항부터,"다항식,전개",18b9e093-87ed-5227-99b1-a3dcdccca92b,
H1-M-006,수학,10,단일선택 객관식,공식 적용,2,,,다항식,다항식,다항식의 곱셈,((x + 7)(x - 7))의 결과는?,3,((a+b)(a-b)=a²-b²),제곱차 공식,"곱셈공식,합차",7c331a00-4126-588f-a998-1748a2b2ddba,
H1-M-007,수학,10,단일선택 객관식,공식 적용,3,,,다항식,다항식,다항식의 곱셈,((2x + 3)(2x - 3))의 전개식은?,1,합차 공식 그대로 적용,공식 암기,"곱셈공식,합차",cba78590-9e32-55cf-a878-b2ab1b3895da,
H1-M-008,수학,10,단일선택 객관식,공식 응용,3,,,다항식,다항식,다항식의 곱셈,((3x - 2y)²)의 전개식은?,2,((a-b)²) 적용,계수 주의,"곱셈공식,응용",29706711-ff6c-54e3-ac11-f2745d8c5d23,
H1-M-009,수학,10,단일선택 객관식,식 변형,3,,,다항식,다항식,다항식의 곱셈,다음 중 완전제곱식인 것은?,1,((x+3)²) 형태,완전제곱식 인식,"인수분해,제곱식",86b032ae-ff27-5aa8-8b7b-3ebd1a5083bf,
H1-M-010,수학,10,단일선택 객관식,식 변형,2,,,다항식,다항식,다항식의 곱셈,(x² - 25)의 인수분해식은?,2,제곱의 차 공식,두 수의 제곱차,"인수분해,공식",6aaab277-41df-5267-b456-82ce5c7f4e18,
H1-M-011,수학,10,단일선택 객관식,식 변형,3,,,다항식,다항식,다항식의 곱셈,다음 중 인수분해가 올바른 것은?,1,공식을 직접 대입,전개 확인,"곱셈공식,인수분해",d4e76467-bd7d-5119-a4a7-faeaf3f89781,
H1-M-012,수학,10,단일선택 객관식,나눗셈 계산,1,,,다항식,다항식,다항식의 나눗셈,((8x²y) ÷ 4x)의 결과는?,1,지수법칙 적용,문자끼리 나누기,"다항식,나눗셈",77425a09-d97d-5643-8e06-fbd984fcf7b3,
H1-M-013,수학,10,단일선택 객관식,나눗셈 계산,2,,,다항식,다항식,다항식의 나눗셈,((9x² + 6x) ÷ 3x)의 결과는?,1,항마다 나누기,공통항 나누기,"다항식,나눗셈",179ae912-5b55-560e-a472-4b9747642810,
H1-M-014,수학,10,단일선택 객관식,나머지 계산,3,,,다항식,다항식,다항식의 나눗셈,(x³ + 2x² - x - 2)를 ((x + 2))로 나눈 나머지는?,2,x=-2 대입,나머지 정리,"다항식,나머지",34f899d3-4286-5434-94ae-108f4655fc1d,
H1-M-015,수학,10,단일응답 주관식,식의 계산,3,,,다항식,다항식,다항식의 나눗셈,((x² + 2x - 3) ÷ (x + 3))의 몫은?,x - 1,다항식 나눗셈,몫 구하기,"다항식,나눗셈",5e53ec28-5ee9-5e70-9e18-cc0720930282,
H1-M-016,수학,10,단일선택 객관식,나눗셈 계산,2,,,다항식,다항식,조립제법,조립제법을 이용하여 ((x³ + 2x² - x - 2))를 ((x + 1))로 나눈 몫은?,1,"조립제법으로 나누면 몫은 (x² + x - 2), 나머지는 0입니다.",나머지가 0인지 확인해보세요.,"조립제법,나눗셈",d3fb0517-aad1-5209-8c09-3e2855966e3d,
H1-M-017,수학,10,단일선택 객관식,나머지 계산,3,,,다항식,다항식,조립제법,조립제법을 이용하여 ((x³ - 2x² - x + 2))를 ((x - 1))로 나눈 나머지는?,2,(x=1)을 대입하면 1 - 2 - 1 + 2 = 0 → 나머지는 0입니다.,나머지 정리와 조립제법의 관계 이해,"조립제법,나머지정리",8bccff3e-d878-50d6-af8b-7e967da70091,
H1-M-018,수학,10,단일선택 객관식,응용 계산,2,,,다항식,다항식,다항식의 곱셈,"정사각형의 한 변의 길이가 ((x + 2))일 때, 정사각형의 넓이는?",2,넓이 = 한 변² → ((x + 2)² = x² + 4x + 4),실생활 연계 문제,"도형,다항식,활용",702c732e-b892-5bea-9d42-4edd1a9f860e,
H1-M-019,수학,10,단일선택 객관식,응용 계산,3,,,다항식,다항식,다항식의 곱셈,"길이가 (x + 3), 폭이 (x - 2)인 직사각형의 넓이는?",1,넓이 = (x + 3)(x - 2) = x² + x - 6,FOIL 법칙 응용,"다항식,실생활",57098133-c307-5746-bf73-df56063dec05,
H1-M-020,수학,10,단일응답 주관식,응용 계산,3,,,다항식,다항식,다항식의 곱셈,"반지름이 (x + 1)인 원의 넓이를 다항식으로 나타내시오. (단, π는 그대로 둔다.)",π(x² + 2x + 1),"원의 넓이 = πr², r = (x + 1)",제곱식을 잊지 마세요.,"도형,원,다항식",3f612562-a5f4-5915-b83b-d9c546afab43,
H1-M-021,수학,10,단일선택 객관식,항등식 계산,2,,,다항식,나머지정리,항등식,다음이 항등식이 되기 위한 상수 a의 값은? (3x + a = 2x + 5 + x),3,"계수 비교 시, (3x = 3x), 상수항 (a = 5) → a=3",항등식은 모든 x에 대해 성립,"항등식,계수비교",5cbcd78a-69e1-538e-b0b6-94e5b54c8466,
H1-M-022,수학,10,단일응답 주관식,항등식 계산,3,,,다항식,나머지정리,항등식,"다음 항등식이 성립할 때, a와 b의 값을 구하시오. (2x² + 3x + 1 = a(x² + x) + b(x + 1))","a=2, b=1","계수 비교 → (a=2, b=1)",같은 차수끼리 비교,"항등식,계수비교",a43b010b-aaae-59ef-a0cd-7b1c907ad7ab,
H1-M-023,수학,10,단일선택 객관식,항등식 이해,2,,,다항식,나머지정리,항등식,다음 중 항등식이 아닌 것은?,3,③은 일부 값에서만 성립 → 항등식 아님,모든 x에 대해 성립해야 함,"항등식,성질",b5cc3d74-5011-5c8b-be59-b345bf8dfb2c,
H1-M-024,수학,10,단일선택 객관식,항등식 이해,2,,,다항식,나머지정리,미정계수법,미정계수법을 사용하는 이유로 옳은 것은?,3,미정계수법은 계수 비교법의 응용,항등식과의 연결,"미정계수법,개념",51bdaac7-2d87-5940-bb05-681c48b39a60,
H1-M-025,수학,10,단일선택 객관식,나머지 계산,3,,,다항식,나머지정리,나머지정리,(f(x)=2x³ - 3x² + 4x - 5)를 ((x - 2))로 나눌 때의 나머지는?,3,(f(2)=2(8)-3(4)+4(2)-5=3),x=2 대입,"나머지정리,계산",8e5f5879-7347-5850-9520-f70ffc40ee80,
H1-M-026,수학,10,단일선택 객관식,개념 이해,3,,,다항식,나머지정리,나머지정리,나머지정리에 대한 설명으로 옳지 않은 것은?,2,"나머지는 0일 수도, 아닐 수도 있음",개념 점검,"나머지정리,성질",2cdd266d-6dfd-528c-8f4e-c2d94873b543,
H1-M-027,수학,10,단일선택 객관식,개념 이해,2,,,다항식,나머지정리,인수 정리,"다항식 (f(x))를 ((x - a))로 나눌 때, 나머지가 0이면 어떤 의미인가?",1,나머지정리에서 유도된 인수정리,인수와 근의 관계,"인수정리,개념",f3dafd0c-b6ba-543b-92ed-3380f50dba83,
H1-M-028,수학,10,단일응답 주관식,응용 계산,3,,,다항식,나머지정리,인수 정리,"(f(x)=x³ - 3x² - x + 3)일 때, 인수정리를 이용하여 인수분해하시오.",(x - 3)(x - 1)(x + 1),"(f(3)=0 → (x-3)) 인수, 나눗셈으로 나머지 항 계산",단계별 분해,"인수정리,인수분해",4bb7b8fc-3c5d-599b-9a0a-83c6bcac1a62,
H1-M-029,수학,10,단일선택 객관식,응용 계산,3,,,다항식,나머지정리,인수 정리,"(f(x)=2x³ - 3x² - 8x + 12)에서 (f(2)=0)일 때, (f(x))를 인수분해하시오.",2,인수정리로 (x-2)를 인수로 둔다.,인수분해 응용,"인수정리,인수분해",889a6bca-cca9-5e78-baf6-9c42fc5b47a8,
H1-M-030,수학,10,단일선택 객관식,인수분해 계산,2,,,다항식,인수분해,인수분해,다음 식을 인수분해하시오. (x² + 5x + 6),1,"두 수의 곱이 6, 합이 5 → 2와 3",곱과 합 조건 찾기,"인수분해,곱셈공식",69bdeb88-1806-5ad9-b5b3-1136f65eefe4,
H1-M-031,수학,10,단일응답 주관식,인수분해 계산,3,,,다항식,인수분해,인수분해,다음 식을 인수분해하시오. (4x² - 9y²),(2x + 3y)(2x - 3y),제곱의 차 공식 적용,(a² - b² = (a+b)(a-b)),"인수분해,제곱차",ab26f098-4c80-562b-b7a5-76e61430d121,
H1-M-032,수학,10,단일선택 객관식,인수분해 계산,3,,,다항식,인수분해,인수분해,다음 식을 인수분해하시오. (x³ - 27),1,세제곱의 차 공식 (a³ - b³ = (a - b)(a² + ab + b²)),세제곱 공식 기억하기,"복잡한인수분해,세제곱",a1692681-92db-5196-a14c-18fddd97e80d,
H1-M-033,수학,10,단일응답 주관식,인수분해 계산,3,,,다항식,인수분해,인수분해,(2x³ + 8x² + 6x)을 인수분해하시오.,2x(x² + 4x + 3) = 2x(x + 1)(x + 3),공통인수 2x를 먼저 묶은 후 완전 인수분해,단계별로 묶기,"인수분해,공통인수",7e964bd4-6cc7-59ff-a2ee-53daaf76f007,
H1-M-034,수학,10,단일선택 객관식,응용 계산,3,,,다항식,인수분해,인수분해,두 수의 합이 9이고 곱이 14인 두 수를 구하시오.,1,x² - 9x + 14 = 0 → 인수분해로 (x - 2)(x - 7)=0,인수분해 활용 문제,"인수분해,활용",4728ce91-4392-5e5e-b38e-fdb5b7c7d276,
H1-M-035,수학,10,단일응답 주관식,개념 이해,1,,,방정식과 부등식,복소수,복소수와 그 연산,복소수 (3+2i)의 켤레 복소수를 구하시오.,3−2i,허수부의 부호만 바꿉니다.,"실수부는 그대로 두고, 허수부의 부호를 바꾸세요.","복소수,켤레",b58dba30-d564-50a5-90fd-157151bf743a,
H1-M-036,수학,10,단일선택 객관식,성질 활용,2,,,방정식과 부등식,복소수,복소수와 그 연산,복소수 (a+bi)와 그 켤레의 곱은 항상 어떤 수인가?,2,곱은 (a^2 + b^2)로 항상 실수가 됩니다.,실수부와 허수부의 곱 규칙을 기억하세요.,"복소수,켤레",71d2b046-ddc7-5a62-aad4-32ffeccb3c4e,
H1-M-037,수학,10,단일응답 주관식,응용 계산,3,,,방정식과 부등식,복소수,복소수와 그 연산,(2−3i)의 켤레 복소수와의 곱을 구하시오.,13,((2−3i)(2+3i)=4+9=13),a²+b² 형태로 계산됩니다.,"켤레,곱",3d58d8ae-3cd9-5c50-be1d-8eb30c7a121d,
H1-M-038,수학,10,단일응답 주관식,덧셈,1,,,방정식과 부등식,복소수,복소수와 그 연산,((2+3i)+(1−5i))의 값을 구하시오.,3−2i,"실수부끼리, 허수부끼리 더합니다.",항목별로 묶어 계산하세요.,"복소수,덧셈",a17ba762-ae81-569d-b01c-36c1e047a34a,
H1-M-039,수학,10,단일선택 객관식,기본 개념,1,,,방정식과 부등식,복소수,복소수와 그 연산,(i^2)의 값은 얼마입니까?,2,i² = −1,허수 단위의 정의를 떠올리세요.,"i,제곱",f911dd6e-a0eb-5255-80a4-48b1d276968f,
H1-M-040,수학,10,단일응답 주관식,응용,3,,,방정식과 부등식,복소수,복소수와 그 연산,(i^{37} + i^{38})의 값을 구하시오.,0,"i⁴=1 주기로 계산하면 i⁴×9=i⁰, i¹…을 이용",규칙 반복을 이용해 간단히 계산하세요.,"i,패턴",83704a9e-975d-55f4-b858-ff85696b519e,
H1-M-041,수학,10,단일응답 주관식,개념,1,,,방정식과 부등식,복소수,복소수와 그 연산,(\sqrt{−9})은 복소수로 어떻게 나타낼 수 있나요?,3i,√(−9)=√9×√(−1)=3i,음수의 제곱근은 i를 사용합니다.,"복소수,제곱근",5b574fc5-d994-5ece-9792-e011c89c4e73,
H1-M-042,수학,10,단일응답 주관식,응용,3,,,방정식과 부등식,복소수,복소수와 그 연산,(x^2 = −16)의 해를 구하시오.,±4i,양변 제곱근: x=±4i,허수 해를 포함시켜야 합니다.,"음수제곱근,허수",105e9e0c-4237-5e25-a408-88693f4f3619,
H1-M-043,수학,10,단일응답 주관식,근의 공식 적용,1,,,방정식과 부등식,이차방정식,이차방정식의 근의 판별,(x^2 − 5x + 6 = 0)의 해를 구하시오.,"2, 3",(x−2)(x−3)=0,인수분해로 쉽게 풉니다.,"이차방정식,인수분해",27637cd7-29ab-5290-baba-1c9727594d0a,
H1-M-044,수학,10,단일응답 주관식,근의 공식,2,,,방정식과 부등식,이차방정식,이차방정식의 근의 판별,(x^2+2x−3=0)의 근을 구하시오.,"1, −3",근의 공식 적용: (x = (−2±√(16))/2),공식을 확실히 외워두세요.,"이차방정식,근의공식",7bc82081-2191-5079-875d-ae071f9aaaea,
H1-M-045,수학,10,단일선택 객관식,실근 조건,3,,,방정식과 부등식,이차방정식,이차방정식의 근의 판별,(x^2+4x+5=0)의 해의 성질은?,3,판별식 D<0이므로 허근 2개,D=b²−4ac로 판단하세요.,"이차방정식,허근",675ca541-99a5-51e0-a5a0-4335b73ff2c1,
H1-M-046,수학,10,단일선택 객관식,기본 개념,1,,,방정식과 부등식,이차방정식,이차방정식의 근의 판별,이차방정식 (ax^2+bx+c=0)의 판별식 D는?,1,D=b²−4ac,근의 개수를 결정합니다.,"이차방정식,판별식",70b3b9c0-d5ec-56eb-8a48-1fa62002fff8,
H1-M-047,수학,10,단일응답 주관식,응용,3,,,방정식과 부등식,이차방정식,이차방정식의 근의 판별,(x^2−4x+4=0)의 근의 성질은?,중근,D=0 → 한 근이 중복됩니다.,판별식 계산: b²−4ac=0,"중근,판별식",2b0b36a3-7e53-5e9a-8b5b-f742e893aa42,
H1-M-048,수학,10,단일응답 주관식,응용,3,,,방정식과 부등식,이차방정식,이차방정식의 근과 계수의 관계,"근의 합이 4, 곱이 1인 이차방정식을 구하시오.",x^2−4x+1=0,(x^2−(α+β)x+αβ=0),공식에 대입하세요.,"근과계수,생성",ebc818cf-d6f2-50e3-8b2e-8aa6bfa17d88,
H1-M-049,수학,10,단일응답 주관식,응용,2,,,방정식과 부등식,이차방정식,이차방정식의 근의 판별,"근이 1, −4인 이차방정식을 구하시오.",x^2+3x−4=0,(x−1)(x+4)=0,부호를 정확히 반영하세요.,"근,방정식",bd4b172e-e0dd-5251-b6ab-9301d24e3723,
H1-M-050,수학,10,단일선택 객관식,일반화,3,,,방정식과 부등식,이차방정식,이차방정식의 근의 판별,"근이 α, β인 방정식의 형태는?",1,근의 합과 곱 공식에서 유도됩니다.,표준형을 기억하세요.,"근,일반식",c67f6aee-801b-5558-a421-606bcfd1f981,
H1-M-051,수학,10,단일선택 객관식,개념,1,,,방정식과 부등식,이차방정식,이차방정식의 근과 계수의 관계,(x^2−5x+4=0)의 두 근의 부호는?,1,"근의 합=5, 곱=4>0 → 같은 부호(양수)",합과 곱의 부호로 판정합니다.,"근부호,부호판정",7f4667f4-546f-5e78-99fd-9186cef5f8be,
H1-M-052,수학,10,단일응답 주관식,계산,2,,,방정식과 부등식,이차방정식,이차방정식의 근과 계수의 관계,(x^2+x−2=0)의 두 근의 부호를 판정하시오.,서로 부호가 다름,곱<0이면 부호가 다릅니다.,αβ<0일 때 부호가 다릅니다.,"근부호,판정",6562003e-e86b-5db3-9d0a-24dd05d83780,
H1-M-053,수학,10,단일선택 객관식,응용,3,,,방정식과 부등식,이차방정식,이차방정식의 근과 계수의 관계,(x^2−3x−4=0)의 두 근의 부호는?,3,"근의 합>0, 곱<0 → 부호 다름",합과 곱의 부호를 함께 이용합니다.,"근부호,응용",8e974aca-2d75-53d6-99de-7684560f35ea,
H1-M-054,수학,10,단일응답 주관식,기본 개념,1,,,방정식과 부등식,이차방정식과 이차함수,이차방정식과 이차함수의 관계,(y=x^2−4x+3)의 그래프가 x축과 만나는 점의 x좌표는 무엇인가?,"1, 3",x축과의 교점은 방정식 (x^2−4x+3=0)의 해와 같습니다.,이차식의 해를 구하면 교점을 알 수 있습니다.,"이차함수,교점",3121377d-48fd-5f77-a84a-8ea120ded73e,
H1-M-055,수학,10,단일선택 객관식,응용,2,,,방정식과 부등식,이차방정식과 이차함수,이차방정식과 이차함수의 관계,(y=x^2+2x+5)의 그래프는 x축과 어떤 관계인가?,3,판별식 D=4−20<0 → 실근이 없으므로 만나지 않습니다.,판별식 D=b²−4ac로 교점의 개수를 판단하세요.,"그래프,해의 개수",1a43e533-b2b9-56bf-81f9-010d16db93db,
H1-M-056,수학,10,단일선택 객관식,응용,2,,,방정식과 부등식,이차방정식과 이차함수,이차방정식과 이차함수의 관계,(y=2x^2+4x+6)의 그래프는 x축과의 위치 관계를 올바르게 고르시오.,2,"D<0이고 a>0 → 그래프가 x축 위로 열리고, 전체가 x축 위에 있지 않습니다 (위는 양, 아래는 음). 실제로 y>0이 되는 부분이 없습니다.",축의 방향(a>0)과 판별식 부호를 함께 해석하세요.,"그래프,위치",2d43e34b-1a94-55ee-8b0a-6f0c31a55d4d,
H1-M-057,수학,10,단일응답 주관식,교점 개수,1,,,방정식과 부등식,이차방정식과 이차함수,이차방정식과 이차함수의 관계,(y=x^2−2x+1)과 직선 (y=3)의 교점의 개수는?,2,"두 식을 연립하면 (x^2−2x−2=0), D>0 → 교점 2개.",연립 후 판별식으로 판단합니다.,"직선,교점",fddcefa9-80b7-5830-b84f-afe2cbfb1f5b,
H1-M-058,수학,10,단일선택 객관식,위치 관계,2,,,방정식과 부등식,이차방정식과 이차함수,이차방정식과 이차함수의 관계,(y=x^2+4x+5)와 (y=1)의 관계는?,3,"연립 → (x^2+4x+4=0), D=0이면 접하지만, 여기선 D<0 → 만나지 않음.",y=1을 대입해 판별식을 확인하세요.,"교점,위치관계",af3214b0-a4e5-52e0-8ab8-f9300902245e,
H1-M-059,수학,10,단일응답 주관식,응용,2,,,방정식과 부등식,이차방정식과 이차함수,이차함수의 최댓값과 최솟값,(y=x^2−6x+10)에서 (1≤x≤5)일 때 최솟값은?,1,"꼭짓점 x=3, y=1 → 범위 안에 포함.",완전제곱식으로 변형해보세요.,"최소값,범위",fa17bc8d-dac2-5d38-8899-a7527b59b5dd,
